Query_ID,Timestamp,Student_ID,Query_Text,Query_Category,Satisfaction_Score,Response_Time,Resolved_Flag
333,2025-04-02 12:45:00,1044,When is the semester starting?,Financial,3.0,34,Yes
334,2025-04-02 12:50:00,1078,Is there any scholarship available?,Financial,3.0,41,No
335,2025-04-02 12:55:00,1083,How do I register for courses?,Technical,4.4,34,Yes
336,2025-04-02 13:00:00,1097,"I forgot my password, need assistance.",Administrative,3.1,18,No
337,2025-04-02 13:05:00,1048,Website shows error 404.,Technical,4.5,16,No
338,2025-04-02 13:10:00,1010,I cannot access my student portal.,Financial,4.4,28,No
339,2025-04-02 13:15:00,1029,How can I get a transcript?,Financial,3.6,30,No
340,2025-04-02 13:20:00,1072,Website shows error 404.,Financial,3.4,29,Yes
341,2025-04-02 13:25:00,1094,How can I get a transcript?,Academic,4.5,44,No
342,2025-04-02 13:30:00,1061,Is there any scholarship available?,Technical,5.0,19,Yes
343,2025-04-02 13:35:00,1005,Website shows error 404.,Financial,4.4,30,Yes
344,2025-04-02 13:40:00,1078,What is the deadline for fee payment?,Technical,4.5,37,Yes
345,2025-04-02 13:45:00,1031,My grade has not been updated.,Financial,4.5,10,Yes
346,2025-04-02 13:50:00,1021,How do I register for courses?,Financial,3.5,38,Yes
347,2025-04-02 13:55:00,1097,When is the semester starting?,Technical,4.6,19,Yes
348,2025-04-02 14:00:00,1028,How do I register for courses?,Technical,3.4,32,Yes
349,2025-04-02 14:05:00,1016,When is the semester starting?,Financial,4.2,14,No
350,2025-04-02 14:10:00,1016,What is the deadline for fee payment?,Financial,4.8,13,Yes
351,2025-04-02 14:15:00,1035,What is the deadline for fee payment?,Administrative,3.9,21,Yes
352,2025-04-02 14:20:00,1091,Is there any scholarship available?,Technical,3.6,12,Yes
353,2025-04-02 14:25:00,1077,My grade has not been updated.,Financial,4.3,11,Yes
354,2025-04-02 14:30:00,1034,Is there any scholarship available?,Technical,3.6,43,Yes
355,2025-04-02 14:35:00,1079,I cannot access my student portal.,Financial,3.3,22,Yes
356,2025-04-02 14:40:00,1027,How do I register for courses?,Financial,5.0,38,No
357,2025-04-02 14:45:00,1032,What is the deadline for fee payment?,Technical,4.0,34,Yes
358,2025-04-02 14:50:00,1007,"I forgot my password, need assistance.",Technical,4.6,27,Yes
359,2025-04-02 14:55:00,1038,"I forgot my password, need assistance.",Technical,4.3,10,No
360,2025-04-02 15:00:00,1050,Is there any scholarship available?,Administrative,4.6,30,No
361,2025-04-02 15:05:00,1056,My grade has not been updated.,Administrative,3.8,23,Yes
362,2025-04-02 15:10:00,1036,I need help with course selection.,Financial,3.1,23,No
363,2025-04-02 15:15:00,1016,How can I get a transcript?,Academic,4.2,32,Yes
364,2025-04-02 15:20:00,1099,"I forgot my password, need assistance.",Administrative,3.3,26,No
365,2025-04-02 15:25:00,1074,How can I get a transcript?,Technical,4.1,29,Yes
366,2025-04-02 15:30:00,1020,How do I register for courses?,Financial,4.5,39,Yes
367,2025-04-02 15:35:00,1018,When is the semester starting?,Technical,3.1,17,No
368,2025-04-02 15:40:00,1028,I cannot access my student portal.,Academic,3.7,31,No
369,2025-04-02 15:45:00,1066,"I forgot my password, need assistance.",Administrative,3.3,30,Yes
370,2025-04-02 15:50:00,1001,How can I get a transcript?,Financial,4.0,42,No
371,2025-04-02 15:55:00,1023,I cannot access my student portal.,Academic,3.9,25,No
372,2025-04-02 16:00:00,1036,When is the semester starting?,Technical,4.7,23,Yes
373,2025-04-02 16:05:00,1047,"I forgot my password, need assistance.",Financial,3.8,21,Yes
374,2025-04-02 16:10:00,1057,Website shows error 404.,Technical,4.2,28,Yes
375,2025-04-02 16:15:00,1013,How can I get a transcript?,Financial,3.5,32,Yes
376,2025-04-02 16:20:00,1085,When is the semester starting?,Financial,4.7,14,No
377,2025-04-02 16:25:00,1085,How can I get a transcript?,Financial,3.5,36,No
378,2025-04-02 16:30:00,1010,I need help with course selection.,Financial,3.8,22,Yes
379,2025-04-02 16:35:00,1073,How can I get a transcript?,Financial,4.7,37,No
380,2025-04-02 16:40:00,1018,When is the semester starting?,Financial,4.2,23,Yes
381,2025-04-02 16:45:00,1099,Website shows error 404.,Technical,4.2,10,Yes
382,2025-04-02 16:50:00,1035,How can I get a transcript?,Administrative,3.1,22,No
383,2025-04-02 16:55:00,1075,"I forgot my password, need assistance.",Technical,4.6,43,No
384,2025-04-02 17:00:00,1039,I cannot access my student portal.,Technical,3.9,22,No
385,2025-04-02 17:05:00,1028,How do I register for courses?,Financial,4.7,18,Yes
386,2025-04-02 17:10:00,1006,What is the deadline for fee payment?,Academic,3.6,38,Yes
387,2025-04-02 17:15:00,1066,When is the semester starting?,Academic,4.9,13,Yes
388,2025-04-02 17:20:00,1081,My grade has not been updated.,Financial,3.5,35,Yes
389,2025-04-02 17:25:00,1019,How can I get a transcript?,Financial,4.1,39,Yes
390,2025-04-02 17:30:00,1092,"I forgot my password, need assistance.",Financial,3.4,30,No
391,2025-04-02 17:35:00,1098,How do I register for courses?,Financial,3.6,22,No
392,2025-04-02 17:40:00,1061,How do I register for courses?,Academic,4.2,30,No
393,2025-04-02 17:45:00,1019,Is there any scholarship available?,Administrative,4.1,29,No
394,2025-04-02 17:50:00,1058,How do I register for courses?,Administrative,4.6,41,No
395,2025-04-02 17:55:00,1036,"I forgot my password, need assistance.",Financial,4.1,23,Yes
396,2025-04-02 18:00:00,1035,What is the deadline for fee payment?,Administrative,4.7,14,Yes
397,2025-04-02 18:05:00,1060,How can I get a transcript?,Financial,3.4,30,No
398,2025-04-02 18:10:00,1041,I need help with course selection.,Technical,4.8,44,No
399,2025-04-02 18:15:00,1008,I need help with course selection.,Academic,4.2,42,Yes
400,2025-04-02 18:20:00,1057,"I forgot my password, need assistance.",Administrative,4.2,26,No
401,2025-04-02 18:25:00,1025,How can I get a transcript?,Administrative,3.0,22,Yes
402,2025-04-02 18:30:00,1063,I need help with course selection.,Financial,3.5,32,Yes
403,2025-04-02 18:35:00,1092,Website shows error 404.,Financial,4.5,30,Yes
404,2025-04-02 18:40:00,1066,"I forgot my password, need assistance.",Technical,3.1,19,No
405,2025-04-02 18:45:00,1090,How do I register for courses?,Academic,4.6,32,No
406,2025-04-02 18:50:00,1098,How do I register for courses?,Technical,3.7,27,No
407,2025-04-02 18:55:00,1015,I need help with course selection.,Financial,4.0,12,No
408,2025-04-02 19:00:00,1018,I need help with course selection.,Academic,4.5,21,No
409,2025-04-02 19:05:00,1059,Is there any scholarship available?,Technical,4.8,19,Yes
410,2025-04-02 19:10:00,1087,My grade has not been updated.,Financial,3.8,17,No
411,2025-04-02 19:15:00,1017,Website shows error 404.,Academic,5.0,30,No
412,2025-04-02 19:20:00,1065,What is the deadline for fee payment?,Academic,3.0,29,No
413,2025-04-02 19:25:00,1069,When is the semester starting?,Financial,4.8,16,No
414,2025-04-02 19:30:00,1088,I cannot access my student portal.,Technical,4.0,19,Yes
415,2025-04-02 19:35:00,1038,When is the semester starting?,Academic,3.4,22,Yes
416,2025-04-02 19:40:00,1068,I cannot access my student portal.,Administrative,3.8,44,No
417,2025-04-02 19:45:00,1054,Website shows error 404.,Academic,4.7,12,Yes
418,2025-04-02 19:50:00,1081,When is the semester starting?,Technical,3.3,26,Yes
419,2025-04-02 19:55:00,1005,When is the semester starting?,Administrative,3.5,21,No
420,2025-04-02 20:00:00,1080,I cannot access my student portal.,Administrative,3.4,33,No
421,2025-04-02 20:05:00,1018,My grade has not been updated.,Academic,4.8,29,Yes
422,2025-04-02 20:10:00,1020,Website shows error 404.,Academic,4.7,36,Yes
423,2025-04-02 20:15:00,1020,I cannot access my student portal.,Academic,5.0,30,No
424,2025-04-02 20:20:00,1078,I need help with course selection.,Academic,4.1,30,Yes
425,2025-04-02 20:25:00,1060,I cannot access my student portal.,Technical,4.9,26,No
426,2025-04-02 20:30:00,1081,My grade has not been updated.,Financial,4.7,17,No
427,2025-04-02 20:35:00,1081,How do I register for courses?,Administrative,4.0,19,Yes
428,2025-04-02 20:40:00,1048,Is there any scholarship available?,Technical,4.3,11,Yes
429,2025-04-02 20:45:00,1065,What is the deadline for fee payment?,Administrative,3.9,27,No
430,2025-04-02 20:50:00,1070,Website shows error 404.,Technical,3.5,26,Yes
431,2025-04-02 20:55:00,1045,Website shows error 404.,Technical,4.4,44,Yes
432,2025-04-02 21:00:00,1030,I need help with course selection.,Administrative,4.9,24,No
433,2025-04-02 21:05:00,1036,Is there any scholarship available?,Technical,4.9,38,Yes
434,2025-04-02 21:10:00,1061,When is the semester starting?,Technical,4.1,29,No
435,2025-04-02 21:15:00,1041,What is the deadline for fee payment?,Administrative,4.0,38,No
436,2025-04-02 21:20:00,1050,"I forgot my password, need assistance.",Administrative,3.6,44,No
437,2025-04-02 21:25:00,1005,Is there any scholarship available?,Administrative,3.5,24,No
438,2025-04-02 21:30:00,1032,Is there any scholarship available?,Administrative,3.8,27,No
439,2025-04-02 21:35:00,1020,My grade has not been updated.,Financial,3.6,13,Yes
440,2025-04-02 21:40:00,1012,How can I get a transcript?,Administrative,4.8,13,Yes
441,2025-04-02 21:45:00,1036,Is there any scholarship available?,Financial,3.2,16,Yes
442,2025-04-02 21:50:00,1012,"I forgot my password, need assistance.",Technical,4.7,31,No
443,2025-04-02 21:55:00,1007,"I forgot my password, need assistance.",Financial,3.7,28,Yes
444,2025-04-02 22:00:00,1090,I need help with course selection.,Technical,4.6,21,No
445,2025-04-02 22:05:00,1009,How do I register for courses?,Academic,3.1,40,No
446,2025-04-02 22:10:00,1029,How do I register for courses?,Administrative,3.3,11,No
447,2025-04-02 22:15:00,1098,How can I get a transcript?,Academic,3.5,31,No
448,2025-04-02 22:20:00,1083,"I forgot my password, need assistance.",Technical,4.6,33,No
449,2025-04-02 22:25:00,1016,I cannot access my student portal.,Academic,3.2,22,No
450,2025-04-02 22:30:00,1080,I need help with course selection.,Academic,5.0,21,Yes
451,2025-04-02 22:35:00,1024,I cannot access my student portal.,Administrative,3.1,19,No
452,2025-04-02 22:40:00,1053,How do I register for courses?,Academic,3.4,43,No
453,2025-04-02 22:45:00,1094,How can I get a transcript?,Academic,4.5,35,Yes
454,2025-04-02 22:50:00,1041,"I forgot my password, need assistance.",Financial,3.2,23,Yes
455,2025-04-02 22:55:00,1070,My grade has not been updated.,Administrative,4.9,26,Yes
456,2025-04-02 23:00:00,1086,I need help with course selection.,Technical,4.3,11,Yes
457,2025-04-02 23:05:00,1034,When is the semester starting?,Academic,4.5,35,Yes
458,2025-04-02 23:10:00,1040,Is there any scholarship available?,Administrative,3.7,34,No
459,2025-04-02 23:15:00,1041,When is the semester starting?,Technical,4.9,30,No
460,2025-04-02 23:20:00,1073,How can I get a transcript?,Technical,3.1,30,No
461,2025-04-02 23:25:00,1042,I cannot access my student portal.,Administrative,4.5,43,No
462,2025-04-02 23:30:00,1040,How can I get a transcript?,Technical,4.1,33,Yes
463,2025-04-02 23:35:00,1071,How do I register for courses?,Academic,4.1,41,Yes
464,2025-04-02 23:40:00,1096,When is the semester starting?,Administrative,4.3,24,No
465,2025-04-02 23:45:00,1016,Is there any scholarship available?,Administrative,3.8,36,Yes
466,2025-04-02 23:50:00,1003,Website shows error 404.,Financial,4.6,33,No
467,2025-04-02 23:55:00,1067,I need help with course selection.,Administrative,4.8,26,No
468,2025-04-03 00:00:00,1008,I need help with course selection.,Financial,3.7,43,No
469,2025-04-03 00:05:00,1043,I cannot access my student portal.,Administrative,4.4,35,No
470,2025-04-03 00:10:00,1075,My grade has not been updated.,Technical,4.2,19,No
471,2025-04-03 00:15:00,1025,When is the semester starting?,Financial,4.8,38,Yes
472,2025-04-03 00:20:00,1053,Is there any scholarship available?,Academic,4.2,19,No
473,2025-04-03 00:25:00,1098,How do I register for courses?,Academic,3.4,36,Yes
474,2025-04-03 00:30:00,1068,Website shows error 404.,Academic,4.8,33,No
475,2025-04-03 00:35:00,1002,My grade has not been updated.,Academic,4.1,15,Yes
476,2025-04-03 00:40:00,1085,How can I get a transcript?,Administrative,3.2,18,Yes
477,2025-04-03 00:45:00,1067,"I forgot my password, need assistance.",Technical,4.7,28,Yes
478,2025-04-03 00:50:00,1037,How do I register for courses?,Administrative,3.1,39,No
479,2025-04-03 00:55:00,1092,How do I register for courses?,Administrative,3.9,17,Yes
480,2025-04-03 01:00:00,1012,Website shows error 404.,Academic,3.0,20,Yes
481,2025-04-03 01:05:00,1075,"I forgot my password, need assistance.",Academic,4.8,16,No
482,2025-04-03 01:10:00,1077,How can I get a transcript?,Administrative,4.8,32,Yes
483,2025-04-03 01:15:00,1084,I need help with course selection.,Financial,4.1,20,No
484,2025-04-03 01:20:00,1041,How can I get a transcript?,Financial,4.0,36,No
485,2025-04-03 01:25:00,1036,"I forgot my password, need assistance.",Technical,4.0,40,Yes
486,2025-04-03 01:30:00,1074,Website shows error 404.,Academic,4.0,15,Yes
487,2025-04-03 01:35:00,1088,Website shows error 404.,Administrative,4.9,31,No
488,2025-04-03 01:40:00,1006,I cannot access my student portal.,Academic,4.7,25,No
489,2025-04-03 01:45:00,1096,Website shows error 404.,Technical,3.2,31,Yes
490,2025-04-03 01:50:00,1018,Is there any scholarship available?,Financial,3.1,39,No
491,2025-04-03 01:55:00,1048,I need help with course selection.,Financial,3.1,23,Yes
492,2025-04-03 02:00:00,1087,When is the semester starting?,Technical,4.0,21,No
493,2025-04-03 02:05:00,1016,How do I register for courses?,Academic,3.8,18,No
494,2025-04-03 02:10:00,1019,My grade has not been updated.,Technical,3.3,14,No
495,2025-04-03 02:15:00,1030,Is there any scholarship available?,Financial,4.5,27,Yes
496,2025-04-03 02:20:00,1088,What is the deadline for fee payment?,Financial,4.5,22,No
497,2025-04-03 02:25:00,1002,Is there any scholarship available?,Administrative,4.0,32,No
498,2025-04-03 02:30:00,1019,How do I register for courses?,Academic,3.9,33,Yes
499,2025-04-03 02:35:00,1082,What is the deadline for fee payment?,Academic,3.9,12,Yes
500,2025-04-03 02:40:00,1083,Is there any scholarship available?,Financial,4.0,17,No
501,2025-04-03 02:45:00,1059,I need help with course selection.,Academic,4.8,26,Yes
502,2025-04-03 02:50:00,1042,I need help with course selection.,Technical,4.1,39,Yes
503,2025-04-03 02:55:00,1064,Is there any scholarship available?,Academic,4.1,13,No
504,2025-04-03 03:00:00,1076,How do I register for courses?,Financial,4.1,33,Yes
505,2025-04-03 03:05:00,1067,My grade has not been updated.,Technical,3.6,33,Yes
506,2025-04-03 03:10:00,1063,Website shows error 404.,Technical,3.5,29,Yes
507,2025-04-03 03:15:00,1057,When is the semester starting?,Administrative,3.1,38,Yes
508,2025-04-03 03:20:00,1020,I need help with course selection.,Financial,4.4,21,No
509,2025-04-03 03:25:00,1088,How can I get a transcript?,Academic,4.0,11,No
510,2025-04-03 03:30:00,1067,How do I register for courses?,Technical,3.9,24,No
511,2025-04-03 03:35:00,1087,Website shows error 404.,Administrative,3.9,42,Yes
512,2025-04-03 03:40:00,1081,How do I register for courses?,Financial,3.9,27,No
513,2025-04-03 03:45:00,1060,I need help with course selection.,Technical,4.0,19,No
514,2025-04-03 03:50:00,1017,My grade has not been updated.,Academic,3.8,43,Yes
515,2025-04-03 03:55:00,1043,I cannot access my student portal.,Financial,4.8,24,Yes
516,2025-04-03 04:00:00,1062,I need help with course selection.,Financial,3.8,13,Yes
517,2025-04-03 04:05:00,1071,"I forgot my password, need assistance.",Administrative,4.4,28,No
518,2025-04-03 04:10:00,1088,I cannot access my student portal.,Academic,3.9,41,No
519,2025-04-03 04:15:00,1085,Is there any scholarship available?,Technical,3.0,11,Yes
520,2025-04-03 04:20:00,1049,When is the semester starting?,Financial,3.6,35,Yes
521,2025-04-03 04:25:00,1086,When is the semester starting?,Academic,4.8,39,No
522,2025-04-03 04:30:00,1042,My grade has not been updated.,Academic,4.7,40,Yes
523,2025-04-03 04:35:00,1034,How can I get a transcript?,Administrative,4.6,15,No
524,2025-04-03 04:40:00,1016,What is the deadline for fee payment?,Technical,3.9,11,No
525,2025-04-03 04:45:00,1091,I cannot access my student portal.,Technical,4.5,24,No
526,2025-04-03 04:50:00,1023,My grade has not been updated.,Administrative,4.1,15,No
527,2025-04-03 04:55:00,1016,Is there any scholarship available?,Financial,4.2,14,No
528,2025-04-03 05:00:00,1064,When is the semester starting?,Administrative,4.4,29,No
529,2025-04-03 05:05:00,1068,What is the deadline for fee payment?,Academic,4.4,35,Yes
530,2025-04-03 05:10:00,1040,I cannot access my student portal.,Administrative,3.5,22,No
531,2025-04-03 05:15:00,1077,I cannot access my student portal.,Administrative,4.4,13,Yes
532,2025-04-03 05:20:00,1072,How can I get a transcript?,Financial,3.8,15,No
533,2025-04-03 05:25:00,1006,Is there any scholarship available?,Financial,3.0,31,No
534,2025-04-03 05:30:00,1082,How do I register for courses?,Academic,4.1,21,No
535,2025-04-03 05:35:00,1003,How can I get a transcript?,Academic,3.1,16,No
536,2025-04-03 05:40:00,1097,What is the deadline for fee payment?,Financial,4.3,19,Yes
537,2025-04-03 05:45:00,1018,When is the semester starting?,Financial,3.5,33,No
538,2025-04-03 05:50:00,1008,I need help with course selection.,Financial,4.5,24,No
539,2025-04-03 05:55:00,1065,My grade has not been updated.,Administrative,4.1,17,No
540,2025-04-03 06:00:00,1075,How do I register for courses?,Administrative,3.1,40,No
541,2025-04-03 06:05:00,1077,I need help with course selection.,Technical,3.9,27,No
542,2025-04-03 06:10:00,1091,How do I register for courses?,Technical,3.8,18,No
543,2025-04-03 06:15:00,1072,When is the semester starting?,Administrative,3.3,21,Yes
544,2025-04-03 06:20:00,1068,How do I register for courses?,Administrative,5.0,26,Yes
545,2025-04-03 06:25:00,1069,"I forgot my password, need assistance.",Administrative,3.9,19,No
546,2025-04-03 06:30:00,1099,My grade has not been updated.,Administrative,3.6,20,No
547,2025-04-03 06:35:00,1096,I cannot access my student portal.,Technical,4.3,43,Yes
548,2025-04-03 06:40:00,1002,How do I register for courses?,Academic,3.0,28,Yes
549,2025-04-03 06:45:00,1069,When is the semester starting?,Academic,4.4,17,Yes
550,2025-04-03 06:50:00,1053,When is the semester starting?,Administrative,3.7,39,No
551,2025-04-03 06:55:00,1005,I cannot access my student portal.,Administrative,3.8,39,No
552,2025-04-03 07:00:00,1047,What is the deadline for fee payment?,Administrative,4.0,23,No
553,2025-04-03 07:05:00,1086,Website shows error 404.,Administrative,3.4,32,No
554,2025-04-03 07:10:00,1031,Website shows error 404.,Academic,4.4,19,Yes
555,2025-04-03 07:15:00,1057,What is the deadline for fee payment?,Technical,4.9,12,No
556,2025-04-03 07:20:00,1042,How can I get a transcript?,Financial,4.3,22,Yes
557,2025-04-03 07:25:00,1023,Website shows error 404.,Technical,3.2,40,No
558,2025-04-03 07:30:00,1097,I need help with course selection.,Academic,4.9,34,Yes
559,2025-04-03 07:35:00,1005,Is there any scholarship available?,Administrative,3.3,39,No
560,2025-04-03 07:40:00,1033,I need help with course selection.,Financial,3.9,12,Yes
561,2025-04-03 07:45:00,1022,What is the deadline for fee payment?,Technical,3.6,13,Yes
562,2025-04-03 07:50:00,1092,I need help with course selection.,Academic,3.3,18,No
563,2025-04-03 07:55:00,1018,Is there any scholarship available?,Academic,3.7,38,Yes
564,2025-04-03 08:00:00,1001,I cannot access my student portal.,Administrative,4.5,17,No
565,2025-04-03 08:05:00,1091,"I forgot my password, need assistance.",Technical,4.7,29,No
566,2025-04-03 08:10:00,1000,When is the semester starting?,Academic,4.1,26,No
567,2025-04-03 08:15:00,1036,What is the deadline for fee payment?,Financial,3.2,20,Yes
568,2025-04-03 08:20:00,1040,What is the deadline for fee payment?,Technical,3.2,23,No
569,2025-04-03 08:25:00,1000,Is there any scholarship available?,Financial,4.5,19,Yes
570,2025-04-03 08:30:00,1073,How can I get a transcript?,Academic,3.8,44,Yes
571,2025-04-03 08:35:00,1021,What is the deadline for fee payment?,Financial,4.8,39,Yes
572,2025-04-03 08:40:00,1011,I need help with course selection.,Administrative,3.6,31,Yes
573,2025-04-03 08:45:00,1052,How can I get a transcript?,Academic,3.0,41,No
574,2025-04-03 08:50:00,1019,What is the deadline for fee payment?,Administrative,5.0,20,Yes
575,2025-04-03 08:55:00,1059,What is the deadline for fee payment?,Technical,4.1,41,No
576,2025-04-03 09:00:00,1003,Is there any scholarship available?,Academic,3.1,26,No
577,2025-04-03 09:05:00,1092,How can I get a transcript?,Technical,3.2,14,No
578,2025-04-03 09:10:00,1005,I need help with course selection.,Administrative,4.2,25,No
579,2025-04-03 09:15:00,1056,My grade has not been updated.,Administrative,3.9,38,Yes
580,2025-04-03 09:20:00,1056,I need help with course selection.,Academic,4.7,34,Yes
581,2025-04-03 09:25:00,1000,When is the semester starting?,Financial,3.2,29,No
582,2025-04-03 09:30:00,1050,I cannot access my student portal.,Administrative,3.1,37,No
583,2025-04-03 09:35:00,1099,My grade has not been updated.,Financial,4.6,27,No
584,2025-04-03 09:40:00,1074,What is the deadline for fee payment?,Academic,4.7,37,No
585,2025-04-03 09:45:00,1062,Website shows error 404.,Financial,4.7,18,No
586,2025-04-03 09:50:00,1048,I need help with course selection.,Administrative,3.9,15,No
587,2025-04-03 09:55:00,1086,"I forgot my password, need assistance.",Administrative,4.0,11,No
588,2025-04-03 10:00:00,1012,I cannot access my student portal.,Technical,3.9,27,Yes
589,2025-04-03 10:05:00,1083,How do I register for courses?,Financial,3.9,37,Yes
590,2025-04-03 10:10:00,1017,How can I get a transcript?,Technical,3.7,30,No
591,2025-04-03 10:15:00,1068,I need help with course selection.,Financial,3.8,11,No
592,2025-04-03 10:20:00,1096,When is the semester starting?,Administrative,4.5,23,No
593,2025-04-03 10:25:00,1050,I cannot access my student portal.,Financial,4.9,13,No
594,2025-04-03 10:30:00,1075,I need help with course selection.,Administrative,4.2,34,No
595,2025-04-03 10:35:00,1004,How can I get a transcript?,Academic,4.3,32,No
596,2025-04-03 10:40:00,1095,My grade has not been updated.,Financial,4.3,14,No
597,2025-04-03 10:45:00,1017,I cannot access my student portal.,Administrative,3.8,28,No
598,2025-04-03 10:50:00,1037,"I forgot my password, need assistance.",Technical,4.3,22,Yes
599,2025-04-03 10:55:00,1096,My grade has not been updated.,Administrative,4.1,33,Yes
600,2025-04-03 11:00:00,1056,How do I register for courses?,Financial,3.3,29,Yes
601,2025-04-03 11:05:00,1030,When is the semester starting?,Academic,3.1,26,Yes
602,2025-04-03 11:10:00,1092,My grade has not been updated.,Administrative,4.5,14,No
603,2025-04-03 11:15:00,1040,My grade has not been updated.,Administrative,3.1,20,No
604,2025-04-03 11:20:00,1039,How do I register for courses?,Administrative,3.9,20,Yes
605,2025-04-03 11:25:00,1033,I cannot access my student portal.,Administrative,4.7,38,No
606,2025-04-03 11:30:00,1027,Is there any scholarship available?,Administrative,5.0,28,No
607,2025-04-03 11:35:00,1018,I cannot access my student portal.,Financial,4.2,34,Yes
608,2025-04-03 11:40:00,1025,I need help with course selection.,Financial,4.5,33,Yes
609,2025-04-03 11:45:00,1026,What is the deadline for fee payment?,Administrative,3.7,38,No
610,2025-04-03 11:50:00,1065,I cannot access my student portal.,Administrative,3.0,37,Yes
611,2025-04-03 11:55:00,1094,What is the deadline for fee payment?,Technical,4.6,23,Yes
612,2025-04-03 12:00:00,1023,How do I register for courses?,Financial,4.9,24,No
613,2025-04-03 12:05:00,1098,Website shows error 404.,Administrative,5.0,38,No
614,2025-04-03 12:10:00,1031,When is the semester starting?,Academic,3.7,10,No
615,2025-04-03 12:15:00,1053,I cannot access my student portal.,Academic,4.7,24,No
616,2025-04-03 12:20:00,1024,What is the deadline for fee payment?,Financial,3.5,23,No
617,2025-04-03 12:25:00,1047,Website shows error 404.,Technical,4.2,41,No
618,2025-04-03 12:30:00,1036,What is the deadline for fee payment?,Financial,3.5,21,Yes
619,2025-04-03 12:35:00,1048,My grade has not been updated.,Academic,3.3,28,Yes
620,2025-04-03 12:40:00,1080,What is the deadline for fee payment?,Academic,4.6,23,Yes
621,2025-04-03 12:45:00,1051,Website shows error 404.,Financial,3.2,30,Yes
622,2025-04-03 12:50:00,1018,I need help with course selection.,Academic,3.4,37,No
623,2025-04-03 12:55:00,1095,My grade has not been updated.,Administrative,5.0,31,Yes
624,2025-04-03 13:00:00,1077,What is the deadline for fee payment?,Financial,3.9,12,Yes
625,2025-04-03 13:05:00,1034,Is there any scholarship available?,Technical,4.1,21,Yes
626,2025-04-03 13:10:00,1096,I need help with course selection.,Financial,3.4,31,Yes
627,2025-04-03 13:15:00,1063,My grade has not been updated.,Technical,3.6,39,Yes
628,2025-04-03 13:20:00,1079,How can I get a transcript?,Academic,4.1,27,No
629,2025-04-03 13:25:00,1057,Is there any scholarship available?,Financial,3.3,34,Yes
630,2025-04-03 13:30:00,1079,"I forgot my password, need assistance.",Financial,3.8,30,Yes
631,2025-04-03 13:35:00,1074,Website shows error 404.,Academic,4.5,12,No
632,2025-04-03 13:40:00,1035,How can I get a transcript?,Administrative,3.4,41,Yes
633,2025-04-03 13:45:00,1036,"I forgot my password, need assistance.",Financial,3.2,38,Yes
634,2025-04-03 13:50:00,1026,Website shows error 404.,Administrative,4.7,14,No
635,2025-04-03 13:55:00,1023,Is there any scholarship available?,Academic,3.6,12,No
636,2025-04-03 14:00:00,1058,When is the semester starting?,Administrative,4.9,15,Yes
637,2025-04-03 14:05:00,1066,Is there any scholarship available?,Administrative,4.6,29,Yes
638,2025-04-03 14:10:00,1091,How can I get a transcript?,Technical,3.6,42,No
639,2025-04-03 14:15:00,1084,My grade has not been updated.,Financial,4.6,44,No
640,2025-04-03 14:20:00,1034,When is the semester starting?,Administrative,3.8,24,No
641,2025-04-03 14:25:00,1059,How do I register for courses?,Financial,4.3,12,No
642,2025-04-03 14:30:00,1021,My grade has not been updated.,Technical,3.4,17,No
643,2025-04-03 14:35:00,1049,I need help with course selection.,Academic,3.7,27,Yes
644,2025-04-03 14:40:00,1084,When is the semester starting?,Financial,4.3,19,Yes
645,2025-04-03 14:45:00,1013,My grade has not been updated.,Administrative,3.5,41,Yes
646,2025-04-03 14:50:00,1010,I need help with course selection.,Administrative,3.8,42,Yes
647,2025-04-03 14:55:00,1038,Is there any scholarship available?,Academic,4.5,41,Yes
648,2025-04-03 15:00:00,1068,I need help with course selection.,Academic,4.3,33,No
649,2025-04-03 15:05:00,1028,I need help with course selection.,Technical,3.8,38,Yes
650,2025-04-03 15:10:00,1081,How do I register for courses?,Financial,4.8,11,Yes
651,2025-04-03 15:15:00,1076,How do I register for courses?,Financial,4.2,14,No
652,2025-04-03 15:20:00,1034,I need help with course selection.,Administrative,4.1,23,No
653,2025-04-03 15:25:00,1098,What is the deadline for fee payment?,Administrative,4.6,31,Yes
654,2025-04-03 15:30:00,1037,How can I get a transcript?,Technical,3.9,14,No
655,2025-04-03 15:35:00,1092,My grade has not been updated.,Technical,4.9,44,Yes
656,2025-04-03 15:40:00,1087,How can I get a transcript?,Administrative,4.6,24,No
657,2025-04-03 15:45:00,1040,I cannot access my student portal.,Financial,4.7,22,Yes
658,2025-04-03 15:50:00,1025,I cannot access my student portal.,Academic,4.4,34,Yes
659,2025-04-03 15:55:00,1084,Is there any scholarship available?,Financial,3.0,36,Yes
660,2025-04-03 16:00:00,1018,I need help with course selection.,Administrative,4.5,16,No
661,2025-04-03 16:05:00,1002,What is the deadline for fee payment?,Academic,4.2,39,Yes
662,2025-04-03 16:10:00,1099,What is the deadline for fee payment?,Academic,3.2,18,No
663,2025-04-03 16:15:00,1025,My grade has not been updated.,Administrative,3.3,17,Yes
664,2025-04-03 16:20:00,1075,When is the semester starting?,Academic,3.6,29,No
665,2025-04-03 16:25:00,1057,"I forgot my password, need assistance.",Technical,4.5,37,Yes
666,2025-04-03 16:30:00,1061,How can I get a transcript?,Financial,3.2,26,No
667,2025-04-03 16:35:00,1054,Is there any scholarship available?,Financial,4.5,21,Yes
